customer_id,predicted_purchases_6m,clv_6months,Segment,country
12439,inf,,Lost,Cyprus
12440,inf,,Lost,Austria
12441,,,Potential,France
12443,0.35864287217953805,-7.155729923847382,Lost,Norway
12445,,,Lost,Spain
12449,inf,,Potential,Denmark
12450,2.8606742241709684,523.7777049354248,Loyal Customers,Spain
12451,inf,,At Risk,Switzerland
12454,5.454157779317461,15716.404896035212,Loyal Customers,Spain
12455,1.62994361339854,992.8919279043014,At Risk,Cyprus
12457,,,Lost,Switzerland
12458,inf,,Lost,Switzerland
12459,0.5046921148643987,-10.069739980381085,Lost,Spain
12460,0.9664188971439642,-19.28222518194299,Lost,Belgium
12466,0.40475693319343564,-8.075808899073973,Lost,France
12467,,,Lost,USA
12468,1.330528125249526,1765.0326783913913,At Risk,Germany
12469,inf,,Lost,Thailand
12470,0.397599698668485,-7.933006012874289,Lost,Unspecified
12471,11.432663754753815,7808.826712056388,Champions,Germany
12472,5.366019202904921,4395.200019481714,Champions,Germany
12474,5.732358598526232,2503.54197208917,Champions,Germany
12475,,,Potential,Germany
12476,6.81882907643186,5860.409991760231,Loyal Customers,Germany
12477,1.5685077931213067,4187.88771484188,Loyal Customers,Germany
12480,2.419263725218677,2224.006177600074,Loyal Customers,Germany
12481,3.36895114641618,2563.315803158162,Champions,Germany
12482,2.9383125471468263,10155.337606740453,At Risk,Sweden
12483,4.630262908731121,1184.925583491082,Champions,Sweden
12484,2.726195561429955,691.6464653267853,At Risk,Spain
12485,0.6673131196516034,-13.314393870001373,Lost,Sweden
12486,,,Lost,Sweden
12487,0.36028476560256556,-7.188489381263963,Lost,Sweden
12490,4.39997722416597,1646.4517920928415,Champions,France
12492,,,Potential,Germany
12494,1.829126358113465,276.7549464412193,Loyal Customers,France
12495,0.4537667553633891,-9.053664806073327,Lost,Sweden
12496,0.4815315375979585,-9.607634502606304,Lost,Spain
12497,inf,,Potential,Germany
12499,0.5897956185495251,-11.767745810646293,Lost,Germany
12500,3.2574621242067447,702.2443902477899,At Risk,Germany
12503,0.5411301015137325,-10.796759563530259,Lost,Spain
12504,inf,,Potential,Germany
12505,,,Potential,Italy
12507,0.5411301015137325,-10.796759563530259,Lost,Spain
12510,2.393029174476788,1803.5658322532797,At Risk,Spain
12511,,,Lost,Greece
12514,0.45246232181608326,-9.027638430276697,Lost,Italy
12516,inf,,Lost,Germany
12519,0.8607213628445155,-17.173322237721585,Lost,Germany
12523,4.8702810095246285,1091.6282431006919,Champions,France
12524,3.7710237928787245,3248.590443335839,Loyal Customers,Germany
12525,1.4621277083079893,318.376224823487,At Risk,France
12527,inf,,Lost,Germany
12529,0.6701543823533969,-13.37108343534301,Lost,France
12530,2.515001040814111,1107.979071923593,Loyal Customers,Germany
12531,0.40063585394799306,-7.993584122387494,Lost,Germany
12533,inf,,Lost,Germany
12537,,,Potential,Sweden
12538,,,Potential,Spain
12539,inf,,At Risk,Spain
12540,5.6905788526782715,3620.105705687283,Champions,Spain
12542,inf,,Lost,Spain
12543,,,Lost,Spain
12547,0.7608624486590031,-15.180912863857138,Lost,Spain
12549,2.1724978215555546,560.3857358610836,At Risk,USA
12553,inf,,Potential,France
12554,,,Lost,Spain
12555,0.40475693319343564,-8.075808899073973,Lost,Spain
12557,1.6261430149040674,2657.498644678344,Loyal Customers,Spain
12562,inf,,Potential,France
12563,,,Potential,Italy
12567,3.318616257294629,2086.338971592031,Champions,France
12568,0.4485936343537966,-8.950449435911183,Lost,Germany
12570,0.40475693319343564,-8.075808899073973,Lost,Spain
12573,4.057812017763103,567.183215981247,Loyal Customers,France
12575,inf,,Lost,France
12576,2.2218703260735264,536.5980931353308,Loyal Customers,Poland
12577,1.1682924070919873,488.44868213653774,Loyal Customers,France
12578,inf,,Potential,Italy
12580,0.5564343669882497,-11.10211399523268,Lost,Germany
12582,inf,,Lost,Finland
12583,5.268425270306806,2734.1457487283756,Champions,France
12586,1.2036239689761938,922.846586858655,Loyal Customers,Italy
12588,inf,,Loyal Customers,Finland
12589,1.3070006670307874,2311.047736498624,At Risk,France
12591,inf,,Potential,Italy
12592,0.6968578993315905,-13.903878509037293,At Risk,Germany
12594,2.4864915411107265,1006.064946553722,Loyal Customers,Italy
12595,0.7464292804127849,-14.892938776186758,Lost,Germany
12598,1.458007471673547,683.9084194809794,At Risk,France
12599,3.7249955337379745,573.1782799480202,Champions,France
12600,4.8702810095246285,940.0028776699187,Champions,Germany
12601,,,Potential,Germany
12605,4.230102600004729,1417.8792486577725,Loyal Customers,Germany
12606,0.40475693319343564,-8.075808899073973,Lost,Spain
12608,,,Potential,United Kingdom
12609,2.482936699653589,985.6155659575928,Champions,Germany
12613,2.031643755528575,1100.312028420037,Loyal Customers,Germany
12615,1.5313685128447594,1864.5866193734305,Loyal Customers,France
12616,,,Potential,France
12619,0.5897956185495251,-11.767745810646293,Lost,Germany
12621,7.622466537674589,5372.038732962912,Champions,Germany
12623,2.624690255627438,981.2299789938293,Loyal Customers,Germany
12625,inf,,Lost,Germany
12629,inf,,Potential,Sweden
12631,1.744078191256058,1257.0981018974867,At Risk,Finland
12632,inf,,Lost,Germany
12633,2.231452930076653,1538.7683992005902,Loyal Customers,Germany
12634,inf,,Lost,USA
12635,inf,,Potential,Germany
12636,0.35380577034110305,-7.059218890016885,Lost,USA
12637,2.791090558731264,1551.1461185349997,Loyal Customers,France
12638,0.45507873193243353,-9.079841682076589,Lost,Sweden
12639,inf,,Lost,Sweden
12643,3.326556402565167,1862.9124864505784,Loyal Customers,France
12644,1.2906984116774105,528.1700322152332,At Risk,Germany
12645,1.860391948516944,887.4396738925066,Loyal Customers,Germany
12647,10.245719234102506,5814.532012758609,Champions,Germany
12648,1.2685467457314215,397.81600245069336,At Risk,Germany
12649,2.1778904416803964,753.0385004379243,Loyal Customers,Germany
12651,3.0104782586158056,268.62990407504384,Loyal Customers,France
12652,,,Lost,Germany
12653,0.675910115741718,-13.485923229565602,Lost,Israel
12655,,,Lost,France
12656,1.9243703300530302,1443.1165963337157,At Risk,France
12661,,,Lost,Sweden
12662,5.488076467007285,1601.50422193208,Champions,Germany
12663,inf,,Lost,Germany
12664,inf,,Lost,Finland
12665,inf,,Potential,Germany
12666,,,Potential,Israel
12668,2.7546034201659513,3246.849297330453,Champions,Germany
12670,inf,,Potential,France
12671,0.5030789841521025,-10.037554403573424,Lost,Germany
12672,0.5214112489551183,-10.403324215268341,Lost,France
12673,,,Potential,Germany
12675,inf,,Lost,Italy
12676,2.7250722429953704,1373.6208280552614,Loyal Customers,Sweden
12677,inf,,Lost,France
12678,3.9164818265949615,7024.426163884551,Champions,France
12681,9.927797246252501,6751.973076585048,Champions,France
12682,9.255382968755693,4638.545266158688,Champions,France
12683,2.858618376450527,1880.420708685012,Champions,France
12686,,,Potential,France
12687,0.8422969080674246,-16.805713029213454,Lost,Sweden
12691,,,Lost,France
12692,0.457725577367718,-9.132652186771583,Lost,France
12693,2.2607031835076747,325.11683128463676,Loyal Customers,Germany
12694,,,Lost,France
12695,1.391353906348661,246.9808960493762,At Risk,France
12696,inf,,Lost,Finland
12698,0.5301932083752657,-10.578544008236383,Lost,Germany
12699,,,Potential,Germany
12701,2.051978964594828,775.8571440056597,At Risk,Germany
12703,1.3237200038831736,118.60867135858393,At Risk,Germany
12705,2.9074514593305842,3335.230868170272,Loyal Customers,Germany
12708,3.733410906050352,1106.0395479072681,Champions,Germany
12709,6.128657354305969,8436.150403529022,Champions,Germany
12711,inf,,Lost,Germany
12712,4.06852428691191,1098.999264867891,Champions,Germany
12714,2.8003934292240493,4044.1209886359165,Loyal Customers,France
12717,0.5301932083752657,-10.578544008236383,Lost,Greece
12720,4.121841840803187,1614.322531939888,Champions,Germany
12721,inf,,Potential,France
12724,2.1391926577939446,814.2453299717052,Loyal Customers,France
12725,2.3976615827041354,1034.8938944747217,Loyal Customers,Italy
12726,2.1077957223708164,741.2554501490758,Loyal Customers,France
12727,1.4337655939289002,716.5158062380788,At Risk,France
12728,,,Potential,France
12730,0.6907414887590344,-13.781842395801323,Lost,Germany
12731,2.4794648737321516,3293.350712483133,At Risk,France
12733,1.3070006670307874,633.2141702559028,Loyal Customers,USA
12734,inf,,Potential,France
12737,0.7682903890805114,-15.329116940028307,Lost,France
12738,,,Potential,Germany
12739,inf,,Potential,United Arab Emirates
12741,inf,,Lost,USA
12742,0.4742766062180421,-9.46288234496482,Lost,United Arab Emirates
12744,inf,,At Risk,Singapore
12745,1.330528125249526,512.8852862695817,At Risk,EIRE
12746,0.6375784679793697,-12.72112085873777,Lost,United Kingdom
12747,6.510876695831923,1995.5691309571966,Champions,United Kingdom
12748,39.05581210172853,9016.048787900902,Champions,United Kingdom
12749,2.270624423452201,2378.8282746770265,Loyal Customers,United Kingdom
12751,,,Lost,Brazil
12755,3.9948379113945527,2574.468279295033,Champions,Japan
12758,1.9722743518710704,2322.4640919988765,At Risk,Portugal
12759,1.9856649197295246,1497.419688618583,Loyal Customers,Netherlands
12760,0.9723894219102552,-19.401350546045677,Lost,Netherlands
12761,inf,,Lost,Netherlands
12763,,,Potential,Japan
12765,3.0396729949186874,767.7982630330681,At Risk,Netherlands
12766,4.543941247080627,5315.944192558182,Loyal Customers,Portugal
12767,,,Potential,Korea
12768,,,Lost,Korea
12770,0.9664188971439642,-19.28222518194299,Lost,Japan
12771,0.8203466571801862,-16.36775627809994,Lost,Portugal
12773,0.581085808823105,-11.593965565937676,Lost,Portugal
12774,0.6507589304181068,-12.98410065507345,Lost,Netherlands
12775,inf,,Potential,Netherlands
12776,0.4209963625435698,-8.399821948157486,Lost,Portugal
12777,0.9605212436478143,-19.16455376316806,Lost,United Kingdom
12778,1.6751520077045898,513.4779788721188,Loyal Customers,Netherlands
12779,2.7940700721537466,1099.7203668857196,Champions,Poland
12780,0.5162803423972098,-10.300951118126429,Lost,Netherlands
12782,4.681539292359056,1877.8743399334658,Champions,Portugal
12784,0.6673131196516034,-13.314393870001373,Lost,Portugal
12785,inf,,Lost,Portugal
12786,0.4983008763281767,-9.942220432686867,Lost,Netherlands
12787,,,Potential,Netherlands
12788,2.969347690240775,292.0557913357118,At Risk,Netherlands
12789,inf,,Lost,Netherlands
12790,,,Potential,Netherlands
12791,2.6518242795739595,482.73429474923375,Champions,Netherlands
12792,0.6534606885524281,-13.038006791312183,Lost,Portugal
12793,inf,,Potential,Portugal
12796,0.4700276405582752,-9.37810594739634,Lost,Netherlands
12797,inf,,Potential,Portugal
12798,,,Lost,Japan
12799,0.6673131196516034,-13.314393870001373,Lost,Japan
12800,inf,,At Risk,Portugal
12801,0.7608624486590031,-15.180912863857138,Lost,Sweden
12802,3.918240083863747,955.9825155701831,At Risk,Netherlands
12803,,,Potential,Netherlands
12804,inf,,Lost,Netherlands
12805,1.8310840516157554,734.3575802100421,Loyal Customers,Netherlands
12806,2.3651360308626974,1236.6442604929248,At Risk,Netherlands
12807,,,Potential,Sweden
12808,3.0639614293098307,383.87894908506667,Loyal Customers,Portugal
12809,inf,,Lost,Portugal
12810,inf,,Lost,Japan
12811,inf,,Potential,Portugal
12813,1.2939262472283548,992.2342822812763,At Risk,Netherlands
12817,inf,,Potential,Austria
12819,0.9546951354045715,-19.04830983270211,Lost,United Kingdom
12820,2.8067454724331786,746.1130316999356,Loyal Customers,United Kingdom
12821,0.49516557737390904,-9.879664184431,Lost,United Kingdom
12823,4.606263514653088,2183.108613366478,Loyal Customers,United Kingdom
12825,inf,,Lost,United Kingdom
12826,2.4713305304592668,508.05161250676076,Champions,United Kingdom
12829,0.6127569272041954,-12.225875432552368,Lost,United Kingdom
12831,0.9265935481431068,-18.487620120252434,Lost,United Kingdom
12835,14.987402560116701,2328.448778778371,At Risk,United Kingdom
12836,3.995360078783489,1553.8853876266421,Loyal Customers,United Kingdom
12837,0.5705537398393622,-11.383827160763223,Lost,United Kingdom
12838,5.344874383849204,1643.8799825692176,Champions,United Kingdom
12839,5.280429931101446,1785.1212154706327,Champions,United Kingdom
12840,1.358475627494974,841.3414191208037,At Risk,United Kingdom
12841,13.447838357019329,2607.979676964236,Champions,United Kingdom
12842,inf,,Potential,United Kingdom
12843,8.26446104159323,2041.160821764621,Champions,United Kingdom
12844,inf,,Lost,United Kingdom
12846,0.40475693319343564,-8.075808899073973,Lost,United Kingdom
12847,,,Potential,United Kingdom
12848,0.4121765674865953,-8.223847249349589,Lost,United Kingdom
12849,2.3413151439903572,1258.5728052369225,Loyal Customers,United Kingdom
12850,,,Lost,United Kingdom
12851,0.856040094323234,-17.07992042818407,Lost,United Kingdom
12853,1.8407502077813078,970.6119093632051,At Risk,United Kingdom
12854,1.6037064922056785,629.85002163633,At Risk,United Kingdom
12855,4.752637426076829,587.19076756756,Loyal Customers,United Kingdom
12857,1.7888136320317423,1457.1155495266062,At Risk,United Kingdom
12858,,,Potential,United Kingdom
12859,0.9546951354045715,-19.04830983270211,Lost,United Kingdom
12860,0.3936223591729195,-7.853649166681425,Lost,United Kingdom
12861,0.48300924020762953,-9.637117984930406,Lost,United Kingdom
12862,inf,,Lost,United Kingdom
12863,2.9655276737977148,1230.7962934139753,Loyal Customers,United Kingdom
12864,0.7325334977549315,-14.615686736641683,Lost,United Kingdom
12865,inf,,Potential,Austria
12866,inf,,Lost,Belgium
12867,2.459832359539935,1765.859349622558,Loyal Customers,United Kingdom
12868,5.233357416381249,950.0261011280481,Loyal Customers,United Kingdom
12869,0.4058004842992317,-8.096630084866481,Lost,United Kingdom
12870,1.5637671651676766,1219.0862656282923,Loyal Customers,United Kingdom
12871,,,Lost,United Kingdom
12872,4.419847737215505,1165.6127986872866,Champions,United Kingdom
12873,inf,,Potential,United Kingdom
12874,inf,,Potential,Belgium
12875,1.281110813380398,483.40289861087297,At Risk,United Kingdom
12876,inf,,Potential,Belgium
12877,3.5714811201887136,568.0831460739398,Loyal Customers,United Kingdom
12880,inf,,Potential,United Kingdom
12887,,,Potential,United Kingdom
12889,3.338979010831273,330.9821401787527,Loyal Customers,United Kingdom
12890,,,Potential,United Kingdom
12891,3.8740952524448793,269.92211078130674,At Risk,United Kingdom
12892,,,Potential,United Kingdom
12894,0.5584084836686424,-11.141502051984524,Lost,United Kingdom
12897,inf,,Potential,United Kingdom
12898,inf,,Lost,United Kingdom
12899,,,Potential,United Kingdom
12900,,,Lost,United Kingdom
12903,,,Lost,United Kingdom
12905,inf,,Lost,United Kingdom
12907,inf,,Potential,United Kingdom
12908,1.5359144543481258,579.1575944524234,Loyal Customers,United Kingdom
12909,1.437749770374948,490.65174547366837,At Risk,United Kingdom
12910,2.1270822807751926,1242.495715611622,Loyal Customers,United Kingdom
12911,0.6103806568120266,-12.178463507009113,Lost,United Kingdom
12913,3.5907429334010033,1632.8406619020425,Champions,United Kingdom
12914,,,Potential,United Kingdom
12915,1.7487564464210967,563.7910899455784,Loyal Customers,United Kingdom
12916,1.3237200038831736,892.2972198319812,At Risk,United Kingdom
12917,1.5963646060390384,1210.3904440238955,Loyal Customers,United Kingdom
12918,0.47285177444333826,-9.434453754415298,Lost,United Kingdom
12920,inf,,Lost,United Kingdom
12921,11.683085841050515,7737.36622635806,Champions,United Kingdom
12923,inf,,Potential,United Kingdom
12924,2.8324444464754794,624.8036195052923,Loyal Customers,United Kingdom
12925,0.5266451633626308,-10.50775255011043,Lost,United Kingdom
12926,1.6148468246065324,641.7509372690937,Loyal Customers,United Kingdom
12927,,,Potential,United Kingdom
12928,4.132631909845917,1457.5508294451852,Champions,United Kingdom
12931,12.49232013181551,19880.2316265815,Champions,United Kingdom
12932,3.3097397473317516,701.3701101950224,At Risk,United Kingdom
12933,1.6000271269200335,507.7044990549135,Loyal Customers,United Kingdom
12934,0.3554035745610767,-7.0910986689173585,Lost,United Kingdom
12935,3.9424461491838843,1051.6900008249027,Champions,United Kingdom
12937,1.9811812396228679,714.2764150122796,At Risk,United Kingdom
12939,4.411889511415601,6371.581102008491,Champions,United Kingdom
12941,0.3653019024615184,-7.28859251766667,Lost,United Kingdom
12942,,,Potential,United Kingdom
12943,inf,,Lost,United Kingdom
12945,0.4337585749069337,-8.654456717135417,Lost,United Kingdom
12946,,,Lost,United Kingdom
12947,,,Potential,United Kingdom
12948,inf,,Lost,United Kingdom
12949,4.419847737215505,4158.565203118459,Champions,United Kingdom
12951,3.945502477768624,967.0094772510058,Loyal Customers,United Kingdom
12953,0.6877233709325732,-13.721624173943859,Lost,United Kingdom
12954,0.45639831714038887,-9.106170367496286,Lost,United Kingdom
12956,1.2008304628593631,231.90533739789993,At Risk,United Kingdom
12957,1.6037064922056785,1967.2643479012481,At Risk,United Kingdom
12958,inf,,Potential,United Kingdom
12959,0.8246447040979444,-16.453511956880327,Lost,United Kingdom
12960,1.895792827094332,591.6227748591539,Loyal Customers,United Kingdom
12961,,,Potential,United Kingdom
12963,3.8846030137535723,1013.4201927228851,Loyal Customers,United Kingdom
12964,,,Lost,United Kingdom
12967,inf,,Potential,United Kingdom
12969,0.5095941802389018,-10.16754718250339,Lost,United Kingdom
12970,1.1709364102349984,506.1133691755905,Champions,United Kingdom
12971,12.898230308428621,1973.9082966603628,Champions,United Kingdom
12972,1.895792827094332,451.04977170258417,Loyal Customers,United Kingdom
12973,,,Potential,United Kingdom
12974,0.5789484029689907,-11.551319523826919,Lost,United Kingdom
12975,1.9946934398023466,837.674048572502,At Risk,United Kingdom
12976,2.8434938574045816,1163.905921374878,Champions,United Kingdom
12977,inf,,At Risk,United Kingdom
12978,2.0129990483001143,793.8804794835214,Loyal Customers,United Kingdom
12979,0.36111136277975914,-7.204981849439522,Lost,United Arab Emirates
12980,4.815418819640804,3489.7930532787777,Loyal Customers,United Kingdom
12982,3.9550472594004322,1086.4112724951738,Loyal Customers,United Kingdom
12983,0.5162803423972098,-10.300951118126429,Lost,United Kingdom
12986,3.1416750612161417,1266.1769761770004,At Risk,United Kingdom
12987,1.3103106608748285,329.6687536698045,At Risk,United Kingdom
12989,6.142718262100909,2669.0806036163744,At Risk,United Kingdom
12990,2.140137272159416,316.8234491104524,Loyal Customers,United Kingdom
12991,,,Potential,United Kingdom
12992,0.3644560318403742,-7.271715501043863,Lost,United Kingdom
12993,1.414171404053854,508.76369466751726,At Risk,United Kingdom
12996,,,Potential,United Kingdom
12997,2.1871194170984927,662.085082413827,Loyal Customers,United Kingdom
12998,1.437749770374948,475.01194005008324,At Risk,United Kingdom
13000,0.3644560318403742,-7.271715501043863,Lost,United Kingdom
13001,8.077847483604433,5590.633768116152,Loyal Customers,United Kingdom
13002,inf,,Potential,United Kingdom
13004,7.467294665842913,2440.438246784985,Loyal Customers,United Kingdom
13005,inf,,Lost,United Kingdom
13007,0.550594886138723,-10.985603251269604,Lost,United Kingdom
13008,inf,,Potential,United Kingdom
13009,0.41544034153256826,-8.288966863921917,Lost,United Kingdom
13010,inf,,Potential,United Kingdom
13011,,,Potential,United Kingdom
13012,1.7312024684843046,855.6091153823214,At Risk,United Kingdom
13013,6.616409995671046,3044.748703168304,Champions,United Kingdom
13014,,,Lost,United Kingdom
13015,2.8315422622603,1794.3827636634826,At Risk,United Kingdom
13018,1.9652426399736223,1123.241492413524,Loyal Customers,United Kingdom
13019,2.4039099186154047,471.1400790678179,Champions,United Kingdom
13020,inf,,Lost,United Kingdom
13021,3.2150337385429144,928.8638597813839,Champions,United Kingdom
13022,,,Lost,Belgium
13023,0.6701543823533969,-13.37108343534301,Lost,United Kingdom
13024,inf,,Lost,United Kingdom
13025,0.3594619440055481,-7.172072244383523,Lost,United Kingdom
13026,1.6111162229560454,234.50561370215925,At Risk,United Kingdom
13027,5.868830843431487,4769.236726324377,Loyal Customers,United Kingdom
13029,inf,,Potential,United Kingdom
13030,,,Potential,United Kingdom
13031,3.363409623684772,2077.496724614973,Loyal Customers,United Kingdom
13032,4.179401698080823,1849.8296349005313,Loyal Customers,United Kingdom
13033,,,Lost,United Kingdom
13034,inf,,Potential,United Kingdom
13035,,,Lost,United Kingdom
13036,0.4026858500853377,-8.034486144542909,Lost,United Kingdom
13037,3.200514488419183,1234.374165377218,Loyal Customers,United Kingdom
13039,1.6261430149040674,473.8269773295343,At Risk,United Kingdom
13041,2.3571420601094046,440.86824540368593,At Risk,United Kingdom
13042,1.1789407153332148,557.266665872977,At Risk,United Kingdom
13044,4.368515029143473,1970.2736673354934,At Risk,United Kingdom
13045,inf,,Potential,United Kingdom
13046,0.9664188971439642,-19.28222518194299,Lost,United Kingdom
13047,4.9722491406674,2331.9286151103897,Champions,United Kingdom
13048,2.262116546003818,1061.5676548005338,At Risk,United Kingdom
13049,inf,,Potential,United Kingdom
13050,7.885058946041817,2642.3562118984196,Champions,United Kingdom
13051,inf,,Lost,United Kingdom
13052,2.43136861924758,1390.2264245513713,At Risk,United Kingdom
13053,0.4800628490805556,-9.578330871646282,Lost,United Kingdom
13055,,,Lost,United Kingdom
13056,0.6103806568120266,-12.178463507009113,Lost,United Kingdom
13057,1.5313685128447594,302.0518566437262,At Risk,United Kingdom
13059,4.3630303887644795,924.8522957453248,Loyal Customers,United Kingdom
13063,0.8422969080674246,-16.805713029213454,Lost,United Kingdom
13064,inf,,Lost,United Kingdom
13065,3.4561513124889833,760.7053741626526,Loyal Customers,United Kingdom
13067,inf,,Potential,United Kingdom
13069,9.274592058505513,3377.2421831847205,Champions,United Kingdom
13070,1.1789407153332148,232.60037609369724,At Risk,United Kingdom
13071,0.49361267692430744,-9.84868033649213,Lost,United Kingdom
13073,inf,,Potential,United Kingdom
13074,1.6223600991641072,593.4667677569948,At Risk,United Kingdom
13076,0.9605212436478143,-19.16455376316806,Lost,United Kingdom
13077,3.2593927997016063,978.5060996918854,Champions,United Kingdom
13078,12.49232013181551,6586.0776302721015,Champions,United Kingdom
13079,,,Potential,United Kingdom
13080,1.6380283484218234,135.40172348264605,Loyal Customers,United Kingdom
13081,6.936831918133031,12104.927948051361,Champions,United Kingdom
13082,3.768642982725206,1644.2520638430508,At Risk,United Kingdom
13083,,,Lost,United Kingdom
13084,0.7954707047107721,-15.871425216540516,Lost,United Kingdom
13085,1.1630400611061027,844.106505016725,At Risk,United Kingdom
13086,,,Potential,United Kingdom
13087,0.3636140694615319,-7.254916462623216,Lost,United Kingdom
13088,,,Potential,United Kingdom
13089,27.525027277431033,22896.39017094682,Champions,United Kingdom
13090,9.744833356303582,4625.237608839079,Champions,United Kingdom
13091,0.36111136277975914,-7.204981849439522,Lost,United Kingdom
13092,3.3097397473317516,668.7364179100293,Loyal Customers,United Kingdom
13093,15.021321071641788,18680.420259047536,Champions,United Kingdom
13094,inf,,Potential,United Kingdom
13096,,,Potential,United Kingdom
13097,5.613828660313403,2888.689588117482,Loyal Customers,United Kingdom
13101,1.3339585151515396,303.4445592491928,At Risk,United Kingdom
13102,8.645547002159526,2998.8658589278616,Champions,United Kingdom
13103,inf,,Lost,United Kingdom
13104,1.437749770374948,394.32181874145476,Loyal Customers,United Kingdom
13105,,,Lost,United Kingdom
13106,,,Potential,United Kingdom
13107,2.309756979103188,1820.0868668841981,Loyal Customers,United Kingdom
13108,inf,,Potential,United Kingdom
13109,0.6103806568120266,-12.178463507009113,Lost,United Kingdom
13110,1.9722743518710704,552.9695327387121,At Risk,United Kingdom
13111,0.3704607446728588,-7.391522993768856,Lost,United Kingdom
13112,0.6350061866627548,-12.669798075496619,Lost,United Kingdom
13113,7.61714705309052,3362.2630202179744,Champions,United Kingdom
13114,0.36028476560256556,-7.188489381263963,Lost,United Kingdom
13115,3.4570671798324635,1695.6407297880749,Champions,United Kingdom
13117,6.47960802335255,887.2806588818089,Champions,United Kingdom
13118,4.781104952104831,1635.728544739307,Loyal Customers,United Kingdom
13119,0.41987330122748645,-8.377414355286687,Lost,United Kingdom
13123,inf,,Lost,United Kingdom
13124,,,Potential,United Kingdom
13125,0.6847315130241819,-13.661929896366644,Lost,United Kingdom
13126,2.9881334564442334,860.2136510609548,Champions,United Kingdom
13128,0.4658541304655203,-9.29483505767612,Lost,United Kingdom
13129,inf,,Lost,United Kingdom
13131,1.380219066087137,1164.7847836193819,At Risk,United Kingdom
13133,0.9489392783752341,-18.933467571563853,Lost,United Kingdom
13134,inf,,Potential,United Kingdom
13135,0.7954707047107721,-15.871425216540516,Lost,United Kingdom
13136,2.003804437537453,1580.368505226806,Champions,United Kingdom
13137,6.786182009708109,3098.6554481095773,Loyal Customers,United Kingdom
13138,inf,,Potential,United Kingdom
13139,,,Lost,United Kingdom
